HISP_label,MIG_label,LANP,PINCP,NP,RNTP,AGEP
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,4,380,10
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,4,380,9
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,47000,2,610,44
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,30000,2,610,45
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,43000,1,550,32
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,26800,1,750,81
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,47000,3,750,42
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,3,750,14
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,3,750,13
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,5000,2,100,23
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,2,100,3
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,27030,2,530,42
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,8830,2,530,42
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,19000,3,360,52
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,3,360,22
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,18000,3,360,22
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,1000,2,780,60
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,9000,2,780,66
Mexican,"Yes, same house (nonmovers)",0999,0,1,250,20
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,45500,2,650,27
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,25000,2,650,26
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,40000,1,500,49
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,12000,2,680,24
Not Spanish/Hispanic/Latino,N/A (less than 1 year old),0999,-19999,2,680,0
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,14000,2,380,66
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,8400,2,380,70
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,16000,3,400,23
Not Spanish/Hispanic/Latino,N/A (less than 1 year old),0999,-19999,3,400,0
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,2100,3,400,21
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,22500,1,880,27
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,19000,1,220,62
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,35000,2,1000,35
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,24000,2,1000,32
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,25000,3,300,29
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,3,300,30
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,3,300,6
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,10200,1,200,92
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,58000,2,600,37
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,2,600,15
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,26000,2,750,35
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,2,750,17
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,180000,2,2000,59
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,1000,2,2000,58
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",1200,4000,1,1100,54
Mexican,"Yes, same house (nonmovers)",1200,40500,2,980,23
Mexican,N/A (less than 1 year old),0999,-19999,2,980,0
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,38100,4,1000,33
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,42000,4,1000,34
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,4,1000,6
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,4,1000,5
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,60000,2,850,26
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,10000,2,850,26
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,0,1,300,67
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,27000,5,900,35
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,25000,5,900,38
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,900,14
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,900,13
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,900,11
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,48000,1,850,54
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,60000,1,800,53
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,38400,2,500,24
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,5000,2,500,22
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,52000,2,680,35
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,2,680,8
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,50000,3,1700,26
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,78000,3,1700,27
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,9000,3,1700,24
Mexican,"No, different house in US or Puerto Rico",1200,0,5,800,39
Mexican,"No, different house in US or Puerto Rico",1200,0,5,800,17
Mexican,"No, different house in US or Puerto Rico",1200,-19999,5,800,13
Mexican,"No, different house in US or Puerto Rico",1200,-19999,5,800,5
Mexican,"No, different house in US or Puerto Rico",1200,0,5,800,33
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,9100,1,350,80
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,50000,3,480,61
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,22400,3,480,34
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,3,480,16
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,7000,2,650,34
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,2,650,4
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,17500,1,240,51
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,32400,4,1000,44
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,4,1000,55
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,4,1000,9
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,4,1000,4
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,11000,1,970,80
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,22000,5,500,62
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,500,11
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,500,9
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,5,500,6
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,500,4
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,65000,5,1600,41
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,5000,5,1600,30
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,1600,11
Not Spanish/Hispanic/Latino,N/A (less than 1 year old),0999,-19999,5,1600,0
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,1600,11
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,63000,1,820,28
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,33000,3,680,35
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,3,680,13
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,3,680,10
Dominican,"Yes, same house (nonmovers)",1200,0,6,750,34
Dominican,"Yes, same house (nonmovers)",1200,-19999,6,750,14
Dominican,"Yes, same house (nonmovers)",1200,-19999,6,750,12
Dominican,"Yes, same house (nonmovers)",1200,-19999,6,750,6
Dominican,"Yes, same house (nonmovers)",1200,-19999,6,750,5
Dominican,"Yes, same house (nonmovers)",0999,-19999,6,750,1
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,20000,4,700,30
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,4,700,12
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,4,700,8
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,4,700,3
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",5150,50000,4,1100,36
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",5150,0,4,1100,31
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,4,1100,2
Not Spanish/Hispanic/Latino,N/A (less than 1 year old),0999,-19999,4,1100,0
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,27800,3,300,62
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,0,3,300,53
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,3,300,14
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,27100,3,780,62
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,5000,3,780,30
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,3,780,9
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",1450,72000,3,1000,52
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",1450,0,3,1000,47
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",1450,0,3,1000,15
Mexican,"Yes, same house (nonmovers)",1200,27500,5,1400,39
Mexican,"Yes, same house (nonmovers)",1200,0,5,1400,41
Mexican,"Yes, same house (nonmovers)",1200,0,5,1400,19
Mexican,"Yes, same house (nonmovers)",1200,0,5,1400,16
Mexican,"Yes, same house (nonmovers)",1200,-19999,5,1400,14
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,42400,2,1000,36
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,35000,2,1000,26
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,65000,1,1100,33
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,13004,3,470,30
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,3,470,8
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,3,470,6
Mexican,"Yes, same house (nonmovers)",1200,15000,3,350,29
Mexican,"Yes, same house (nonmovers)",1200,65000,3,350,46
Mexican,"Yes, same house (nonmovers)",1200,25000,3,350,39
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,5000,1,650,50
Mexican,"Yes, same house (nonmovers)",1200,40000,5,720,36
Mexican,"Yes, same house (nonmovers)",1200,-19999,5,720,10
Mexican,"Yes, same house (nonmovers)",1200,-19999,5,720,9
Mexican,"Yes, same house (nonmovers)",1200,-19999,5,720,5
Mexican,"Yes, same house (nonmovers)",1200,0,5,720,41
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,80000,1,1200,48
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,53560,1,750,51
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,0,2,800,20
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,0,2,800,19
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,0,5,400,22
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,33000,5,400,23
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,5,400,5
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,5,400,2
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,5,400,1
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",2000,45600,1,1500,26
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,33000,3,700,30
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,38000,3,700,34
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,3,700,8
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,21000,1,800,67
Puerto Rican,"No, different house in US or Puerto Rico",1200,32400,2,1300,28
Not Spanish/Hispanic/Latino,"No, outside US and Puerto Rico",0999,20020,2,1300,27
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,20700,1,430,77
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,23000,4,900,32
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,33000,4,900,50
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,4,900,11
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,4,900,9
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,20000,2,1300,20
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,2000,2,1300,19
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,14940,2,480,62
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,2,480,46
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,31010,1,1400,68
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",1970,24000,1,800,28
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,20600,2,300,50
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,2,300,15
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,28000,3,1100,28
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,52000,3,1100,23
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,38000,3,1100,27
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,39000,2,550,37
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,230,2,550,33
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,19000,2,590,24
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,2,590,3
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",4500,78000,3,2800,26
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",4500,13200,3,2800,59
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",4500,55000,3,2800,58
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,55000,2,400,32
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,14000,2,400,26
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,33300,2,680,59
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,2,680,56
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,35600,4,910,39
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,8900,4,910,20
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,4,910,15
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,13000,4,910,64
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,31900,5,680,33
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,5,680,35
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,680,13
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,680,8
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,680,7
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,24000,6,950,40
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,45000,6,950,46
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,300,6,950,17
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,6,950,12
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,4000,6,950,20
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,5400,6,950,62
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,28000,3,500,39
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,20500,3,500,31
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,3,500,9
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,40000,2,950,31
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,12000,2,950,32
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,9200,5,650,62
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,650,10
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,650,6
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,650,4
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,650,2
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,20000,1,820,25
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,15000,4,930,28
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,37000,4,930,26
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,4,930,3
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,4,930,1
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,13200,5,1200,48
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,14500,5,1200,56
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,30000,5,1200,22
Not Spanish/Hispanic/Latino,N/A (less than 1 year old),0999,-19999,5,1200,0
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,1600,5,1200,20
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,20000,3,290,29
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,3,290,8
Not Spanish/Hispanic/Latino,N/A (less than 1 year old),0999,-19999,3,290,0
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,43700,2,380,27
Not Spanish/Hispanic/Latino,N/A (less than 1 year old),0999,-19999,2,380,0
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,52000,3,1300,26
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,4800,3,1300,19
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,74600,3,1300,47
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,30000,3,950,26
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,35000,3,950,26
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,3,950,1
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,60000,2,1400,32
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,85000,2,1400,34
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,36000,3,700,34
Not Spanish/Hispanic/Latino,N/A (less than 1 year old),0999,-19999,3,700,0
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,3,700,31
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,3,280,26
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,20000,3,280,28
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,3,280,4
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",1155,70000,4,2800,24
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,60000,4,2800,25
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,85000,4,2800,25
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,90000,4,2800,24
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,32000,4,950,40
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,10100,4,950,36
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,2500,4,950,18
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,4,950,13
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,471000,2,2000,55
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,65000,2,2000,52
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,67000,1,650,35
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,36000,1,1200,26
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,4600,1,380,49
